mf_inputs,mf_output,lb_rmse,score,coverage_topK,rules_to_target,coverage_at_target,cum_cov_all
"(6, 4, 6, 4)",3.0,0.0,220.24790713086767,98.18731117824782,28.0,78.5498489425982,98.18731117824782
"(9, 7, 9, 6)",3.0,0.0,233.60653231026043,95.16616314199412,76.0,78.34843907351468,95.16616314199412
"(5, 7, 5, 8)",4.0,0.0,229.5554282640683,96.77744209466266,49.0,78.65055387713997,96.77744209466266
"(6, 9, 6, 7)",9.0,0.0,231.75295351866052,96.67673716012095,54.0,78.44914400805645,96.67673716012095
"(4, 4, 6, 4)",5.0,0.0,208.5887961867778,98.2880161127895,21.0,79.35548841893252,98.2880161127895
"(9, 3, 5, 8)",5.0,0.0,222.4473134601005,95.66968781470295,49.0,78.14702920443104,95.66968781470295
"(9, 4, 6, 9)",7.0,0.0,225.74317712032482,95.36757301107758,58.0,78.34843907351464,95.36757301107758
"(8, 3, 6, 6)",7.0,0.0,221.83829981721271,96.97885196374625,37.0,78.3484390735146,96.97885196374625
"(4, 6, 8, 3)",6.0,0.0,227.64760888875728,98.18731117824778,34.0,78.24773413897282,98.18731117824778
"(3, 5, 4, 9)",5.0,0.0,227.11759601395644,97.98590130916418,33.0,78.95266868076537,97.98590130916418
,,,-1e+18,,,,
"(6, 5, 6, 6)",7.0,0.0,226.27462932884666,96.6767371601209,33.0,78.75125881168178,96.6767371601209
"(8, 9, 7, 8)",5.0,0.0,228.8468669661482,92.95065458207466,75.0,78.34843907351465,92.95065458207466
"(4, 3, 7, 8)",7.0,0.0,225.9845252237885,96.87814702920447,36.0,78.7512588116818,96.87814702920447
"(6, 3, 3, 8)",9.0,0.0,189.0763036766881,98.08660624370592,29.0,78.75125881168175,98.08660624370592
"(9, 8, 3, 8)",5.0,0.0,228.06180788934785,95.06545820745221,61.0,78.44914400805645,95.06545820745221
"(5, 9, 9, 7)",7.0,0.0,235.25705309707226,96.07250755287009,73.0,78.24773413897287,96.07250755287009
"(9, 5, 8, 4)",7.0,0.0,230.27966249052596,96.27391742195375,58.0,78.34843907351467,96.27391742195375
"(8, 7, 3, 3)",9.0,0.0,227.0838142034488,98.48942598187317,34.0,78.24773413897285,98.48942598187317
"(5, 6, 3, 6)",9.0,0.0,221.22945538925316,98.18731117824782,27.0,78.95266868076538,98.18731117824782
"(7, 8, 4, 3)",3.0,0.0,229.32729546910133,98.28801611278955,38.0,78.5498489425982,98.28801611278955
"(7, 5, 7, 3)",5.0,0.0,229.06290991607077,97.38167170191342,38.0,78.04632426988923,97.38167170191342
"(9, 8, 7, 5)",7.0,0.0,232.91140917910525,95.46827794561943,69.0,78.1470292044311,95.46827794561943
"(4, 3, 5, 7)",6.0,0.0,217.1611534209795,98.28801611278955,29.0,79.15407854984896,98.28801611278955
